Year,Health_Asset_Percent
0.0,100.0
0.010003334444814937,99.96665555185062
0.020006668889629875,99.93331110370124
0.030010003334444812,99.89996665555186
0.04001333777925975,99.86662220740249
0.05001667222407469,99.83327775925311
0.060020006668889625,99.79993331110373
0.07002334111370456,99.76658886295435
0.0800266755585195,99.73324441480497
0.09003001000333444,99.6998999666556
0.10003334444814937,99.66655551850621
0.11003667889296431,99.63321107035684
0.12004001333777925,99.59986662220746
0.1300433477825942,99.56652217405808
0.14004668222740912,99.5331777259087
0.15005001667222406,99.49983327775932
0.160053351117039,99.46648882960994
0.17005668556185394,99.43314438146056
0.18006002000666887,99.39979993331119
0.1900633544514838,99.36645548516181
0.20006668889629875,99.33311103701243
0.2100700233411137,99.29976658886305
0.22007335778592862,99.26642214071367
0.23007669223074356,99.2330776925643
0.2400800266755585,99.19973324441492
0.25008336112037344,99.16638879626554
0.2600866955651884,99.13304434811616
0.2700900300100033,99.09969989996678
0.28009336445481825,99.0663554518174
0.2900966988996332,99.03301100366802
0.3001000333444481,98.99966655551864
0.31010336778926306,98.96632210736927
0.320106702234078,98.93297765921989
0.33011003667889294,98.89963321107051
0.3401133711237079,98.86628876292113
0.3501167055685228,98.83294431477175
0.36012004001333775,98.79959986662237
0.3701233744581527,98.766255418473
0.3801267089029676,98.73291097032362
0.39013004334778256,98.69956652217424
0.4001333777925975,98.66622207402486
0.41013671223741244,98.63287762587548
0.4201400466822274,98.5995331777261
0.4301433811270423,98.56618872957672
0.44014671557185725,98.53284428142734
0.4501500500166722,98.49949983327797
0.4601533844614871,98.46615538512859
0.47015671890630206,98.43281093697921
0.480160053351117,98.39946648882983
0.49016338779593194,98.36612204068045
0.5001667222407469,98.33277759253107
0.5101700566855618,98.2994331443817
0.5201733911303767,98.26608869623232
0.5301767255751917,98.23274424808294
0.5401800600200066,98.19939979993356
0.5501833944648216,98.16605535178418
0.5601867289096365,98.1327109036348
0.5701900633544514,98.09936645548542
0.5801933977992664,98.06602200733604
0.5901967322440813,98.03267755918667
0.6002000666888962,97.99933311103729
0.6102034011337112,97.96598866288791
0.6202067355785261,97.93264421473853
0.6302100700233411,97.89929976658915
0.640213404468156,97.86595531843977
0.6502167389129709,97.8326108702904
0.6602200733577859,97.79926642214102
0.6702234078026008,97.76592197399164
0.6802267422474157,97.73257752584226
0.6902300766922307,97.69923307769288
0.7002334111370456,97.6658886295435
0.7102367455818606,97.63254418139412
0.7202400800266755,97.59919973324475
0.7302434144714904,97.56585528509537
0.7402467489163054,97.53251083694599
0.7502500833611203,97.49916638879661
0.7602534178059352,97.46582194064723
0.7702567522507502,97.43247749249785
0.7802600866955651,97.39913304434847
0.7902634211403801,97.3657885961991
0.800266755585195,97.33244414804972
0.8102700900300099,97.29909969990034
0.8202734244748249,97.26575525175096
0.8302767589196398,97.23241080360158
0.8402800933644547,97.1990663554522
0.8502834278092697,97.16572190730282
0.8602867622540846,97.13237745915345
0.8702900966988996,97.09903301100407
0.8802934311437145,97.06568856285469
0.8902967655885294,97.03234411470531
0.9003001000333444,96.99899966655593
0.9103034344781593,96.96565521840655
