Parametric 1 (Weibull),Parametric 2 (AFT),Semi-Parametric 1 (Cox),Semi-Parametric 2 (SRF),Deep Learning 1 (DeepSurv),Deep Learning 2 (Neural Cox),Year,Variance
100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0
99.66588628762541,99.66588628762541,99.66588628762541,99.66588628762541,99.66588628762541,99.66588628762541,0.10033444816053512,0.0
99.33177257525084,99.33177257525084,99.33177257525084,99.33177257525084,99.33177257525084,99.33177257525084,0.20066889632107024,0.0
98.99765886287625,98.99765886287625,98.99765886287625,98.99765886287625,98.99765886287625,98.99765886287625,0.3010033444816054,2.0194839173657902e-28
98.66354515050168,98.66354515050168,98.66354515050168,98.66354515050168,98.66354515050168,98.66354515050168,0.4013377926421405,2.0194839173657902e-28
98.32943143812709,98.32943143812709,98.32943143812709,98.32943143812709,98.32943143812709,98.32943143812709,0.5016722408026756,0.0
97.99531772575251,97.99531772575251,97.99531772575251,97.99531772575251,97.99531772575251,97.99531772575251,0.6020066889632107,0.0
97.66120401337793,97.66120401337793,97.66120401337793,97.66120401337793,97.66120401337793,97.66120401337793,0.7023411371237458,0.0
97.32709030100334,97.32709030100334,97.32709030100334,97.32709030100334,97.32709030100334,97.32709030100334,0.802675585284281,0.0
96.99297658862876,96.99297658862876,96.99297658862876,96.99297658862876,96.99297658862876,96.99297658862876,0.9030100334448161,0.0
96.65886287625418,96.65886287625418,96.65886287625418,96.65886287625418,96.65886287625418,96.65886287625418,1.0033444816053512,2.0194839173657902e-28
96.3247491638796,96.3247491638796,96.3247491638796,96.3247491638796,96.3247491638796,96.3247491638796,1.1036789297658862,2.0194839173657902e-28
95.99063545150501,95.99063545150501,95.99063545150501,95.99063545150501,95.99063545150501,95.99063545150501,1.2040133779264215,0.0
95.65652173913044,95.65652173913044,95.65652173913044,95.65652173913044,95.65652173913044,95.65652173913044,1.3043478260869565,0.0
95.32240802675585,95.32240802675585,95.32240802675585,95.32240802675585,95.32240802675585,95.32240802675585,1.4046822742474916,0.0
94.98829431438126,94.98829431438126,94.98829431438126,94.98829431438126,94.98829431438126,94.98829431438126,1.5050167224080269,0.0
94.65418060200669,94.65418060200669,94.65418060200669,94.65418060200669,94.65418060200669,94.65418060200669,1.605351170568562,0.0
94.3200668896321,94.3200668896321,94.3200668896321,94.3200668896321,94.3200668896321,94.3200668896321,1.705685618729097,2.0194839173657902e-28
93.98595317725753,93.98595317725753,93.98595317725753,93.98595317725753,93.98595317725753,93.98595317725753,1.8060200668896322,2.0194839173657902e-28
93.65183946488294,93.65183946488294,93.65183946488294,93.65183946488294,93.65183946488294,93.65183946488294,1.9063545150501673,0.0
93.31772575250837,93.31772575250837,93.31772575250837,93.31772575250837,93.31772575250837,93.31772575250837,2.0066889632107023,0.0
92.98361204013378,92.98361204013378,92.98361204013378,92.98361204013378,92.98361204013378,92.98361204013378,2.1070234113712374,0.0
92.6494983277592,92.6494983277592,92.6494983277592,92.6494983277592,92.6494983277592,92.6494983277592,2.2073578595317724,0.0
92.31538461538462,92.31538461538462,92.31538461538462,92.31538461538462,92.31538461538462,92.31538461538462,2.307692307692308,0.0
91.98127090301003,91.98127090301003,91.98127090301003,91.98127090301003,91.98127090301003,91.98127090301003,2.408026755852843,2.0194839173657902e-28
91.64715719063545,91.64715719063545,91.64715719063545,91.64715719063545,91.64715719063545,91.64715719063545,2.508361204013378,2.0194839173657902e-28
91.31304347826087,91.31304347826087,91.31304347826087,91.31304347826087,91.31304347826087,91.31304347826087,2.608695652173913,0.0
90.97892976588629,90.97892976588629,90.97892976588629,90.97892976588629,90.97892976588629,90.97892976588629,2.709030100334448,0.0
90.6448160535117,90.6448160535117,90.6448160535117,90.6448160535117,90.6448160535117,90.6448160535117,2.809364548494983,0.0
90.31070234113713,90.31070234113713,90.31070234113713,90.31070234113713,90.31070234113713,90.31070234113713,2.9096989966555187,0.0
89.97658862876254,89.97658862876254,89.97658862876254,89.97658862876254,89.97658862876254,89.97658862876254,3.0100334448160537,0.0
89.64247491638795,89.64247491638795,89.64247491638795,89.64247491638795,89.64247491638795,89.64247491638795,3.1103678929765888,2.0194839173657902e-28
89.30836120401338,89.30836120401338,89.30836120401338,89.30836120401338,89.30836120401338,89.30836120401338,3.210702341137124,2.0194839173657902e-28
88.97424749163879,88.97424749163879,88.97424749163879,88.97424749163879,88.97424749163879,88.97424749163879,3.311036789297659,0.0
88.64013377926422,88.64013377926422,88.64013377926422,88.64013377926422,88.64013377926422,88.64013377926422,3.411371237458194,0.0
88.30602006688963,88.30602006688963,88.30602006688963,88.30602006688963,88.30602006688963,88.30602006688963,3.511705685618729,0.0
87.97190635451506,87.97190635451506,87.97190635451506,87.97190635451506,87.97190635451506,87.97190635451506,3.6120401337792645,0.0
