Time_Years,Baseline_Hazard,Effective_Hazard
0.0,0.0,0.000745071229516849
0.02334889926617745,7.241197514982865e-06,-0.00020015525424179413
0.0466977985323549,1.6635903347338873e-05,0.0009881687104983776
0.07004669779853236,2.706175135284347e-05,0.0023116065359648813
0.0933955970647098,3.821926961795567e-05,-0.0003130107924670483
0.11674449633088725,4.995447497960551e-05,-0.0003012509604441653
0.1400933955970647,6.217157852470018e-05,0.0024309908017857876
0.16344229486324216,7.480455465291817e-05,0.0012259566483822813
0.1867911941294196,8.780482427866768e-05,-0.0006164067546237605
0.21014009339559706,0.0001011349828212576,0.0009149750482002046
0.2334889926617745,0.00011476524646762681,-0.0005803612927510666
0.256837891927952,0.00012867127840754866,-0.0005699233519478366
0.2801867911941294,0.00014283277995778417,0.0005057761873068354
0.3035356904603069,0.00015723253501043728,-0.0027126878319762597
0.3268845897264843,0.00017185573775218584,-0.002415521011017363
0.35023348899266177,0.00018668950516303152,-0.0006567417886984276
0.3735823882588392,0.0002017225144194186,-0.001317524166082217
0.39693128752501666,0.00021694472730371614,0.0006883157261966269
0.4202801867911941,0.00023234717679886403,-0.0011296889364829522
0.44362908605737156,0.0002479217991278291,-0.0018705337528751081
0.466977985323549,0.00026366129965638445,0.0024621344530387154
0.49032688458972645,0.0002795590444659003,-5.910540626390321e-05
0.513675783855904,0.0002956089716842334,0.00039690127871611915
0.5370246831220814,0.0003118055182332739,-0.0018253167610869112
0.5603735823882589,0.00032814355875432035,-0.0004884305280334538
0.5837224816544363,0.0003446183542604194,0.0005110022388252185
0.6070713809206137,0.000361225508637006,-0.0013652648574964483
0.6304202801867912,0.00037796093153377334,0.0009415079590522812
0.6537691794529686,0.00039482080650547546,-0.000506137228372732
0.6771180787191461,0.00041180156349726447,-2.573906119265071e-05
0.7004669779853235,0.0004288998549519697,-0.0004736600633921257
0.723815877251501,0.00044611253495711417,0.003224529811720521
0.7471647765176784,0.00046343664095890364,0.00044319080385200275
0.7705136757838559,0.0004808693776564963,-0.0011056970157773544
0.7938625750500333,0.0004984081027581183,0.0017322254709129018
0.8172114743162108,0.0005160503143351387,-0.0013152151606213947
0.8405603735823882,0.0005337936395541209,0.000847089032061254
0.8639092728485657,0.0005516358246024401,-0.002387869361217223
0.8872581721147431,0.0005695747256520852,-0.0014227043476955606
0.9106070713809206,0.0005876083007300453,0.0008829001545337307
0.933955970647098,0.0006057346023833383,0.0017134344723764541
0.9573048699132755,0.0006239517710430141,0.0008810041928279699
0.9806537691794529,0.0006422580290050453,0.00046878560542268447
1.0040026684456305,0.0006606516749573915,0.00020899613157345827
1.027351567711808,0.0006791310789920881,-0.0015386519065590533
1.0507004669779854,0.0006976946780492979,-0.000382071634542765
1.0740493662441628,0.0007163409717471195,2.5382815307438216e-05
1.0973982655103403,0.000735068518556791,0.0023207518578851646
1.1207471647765177,0.0007538759322879214,0.0012693033666406135
1.1440960640426951,0.0007727618788526669,-0.0018717983541914342
1.1674449633088726,0.0007917250732814584,0.001277851027373651
1.19079386257505,0.0008107642769660716,0.00023314085634159676
1.2141427618412275,0.0008298782951085922,-0.0001855047053503459
1.237491661107405,0.0008490659743572247,0.0017665804076185264
1.2608405603735824,0.0008683262006119849,0.002414825484355911
1.2841894596397598,0.0008876578969851446,0.0022845780756594425
1.3075383589059373,0.0009070600219028849,-0.00035176626293107296
1.3308872581721147,0.0009265315673360404,0.0004627130035592185
1.3542361574382922,0.0009460715571490296,0.0014429667042543757
1.3775850567044696,0.000965679045557177,0.0024289967362407156
1.400933955970647,0.000985353115683589,0.0002665917589156541
1.4242828552368245,0.0010050928782076025,0.0007266044132118769
1.447631754503002,0.0010248974700975888,-0.0006346049909114536
1.4709806537691794,0.0010447660534215666,-0.0007495438826994397
1.4943295530353569,0.0010646978142296885,0.0022834865478209856
1.5176784523015343,0.0010846919615031963,0.003119052004359431
1.5410273515677118,0.0011047477261649308,0.00099673254379443
1.5643762508338892,0.0011248643601469114,0.0026301637069849476
1.5877251501000667,0.0011450411355108873,0.0016874951730823386
1.611074049366244,0.001165277343618119,0.00019759771171043254
1.6344229486324215,0.0011855722943449538,0.0017276657026075747
1.657771847898599,0.0012059253153410554,0.003512980165040009
1.6811207471647764,0.001226335751327398,0.0011725966926624707
1.7044696464309539,0.0012468029634313637,0.003593768447152373
1.7278185456971313,0.0012673263285565121,-0.002662291327578105
1.7511674449633088,0.0012879052387847565,0.0025207589953475922
1.7745163442294862,0.001308539100808876,0.001439109703166133
1.7978652434956637,0.0013292273353934468,0.0008807163096946457
1.8212141427618411,0.0013499693768624123,0.0014876105416656658
1.8445630420280186,0.001370764672611655,-0.0016105886992896841
1.867911941294196,0.0013916126826450479,0.00106210485088878
1.8912608405603735,0.0014125128791325715,0.001948181736400191
1.914609739826551,0.0014334647459891942,0.0036503058131014685
1.9379586390927284,0.0014544677784732894,0.0006770624510628183
1.9613075383589058,0.0014755214828034672,0.00026278107846368576
1.9846564376250833,0.0014966253757927597,0.0007439898104159549
2.008005336891261,0.0015177789844991831,0.0028908821610522943
2.0313542361574384,0.0015389818458917594,0.002032108510381286
2.054703135423616,0.0015602335065311463,0.0007655932008805881
2.0780520346897933,0.00158153352226407,0.002351434671934104
2.1014009339559707,0.0016028814579308291,0.0017484977819528897
2.124749833222148,0.0016242768870851543,0.003077244372884488
2.1480987324883256,0.0016457193917257878,0.0005926397509097591
2.171447631754503,0.0016672085620391588,0.0011757153421425065
2.1947965310206805,0.001688743996152587,0.0011005817664543505
