t,km_ais,s_ais,km_gis,s_gis
0.0,1.0,1.0,1.0,1.0
0.30303030303030304,1.0,0.9999998334367708,1.0,0.999995228668086
0.6060606060606061,1.0,0.9999973349949918,1.0,0.9999618299821186
0.9090909090909092,1.0,0.9999865085582118,1.0,0.9998711820287314
1.2121212121212122,1.0,0.9999573616243398,1.0,0.9996946806484417
1.5151515151515151,1.0,0.9998959088005372,0.9964689664151215,0.9994037599096979
1.8181818181818183,1.0,0.9997841806071102,0.9954135722915407,0.9989699207441165
2.121212121212121,1.0,0.9996002414909353,0.995038814731205,0.9983647677008213
2.4242424242424243,0.997234547413347,0.9993182220380086,0.9931391873706907,0.9975600537516587
2.7272727272727275,0.9952742941298731,0.998908371426622,0.9931075396515832,0.9965277330465284
3.0303030303030303,0.9952131696615536,0.9983371371494256,0.9929936187953133,0.9952400214792704
3.3333333333333335,0.9925642921650556,0.9975672799148547,0.9915823222127788,0.9936694648796751
3.6363636363636367,0.9899287343193095,0.9965580323642436,0.9900566279118188,0.9917890145964928
3.9393939393939394,0.9890687832931764,0.9952653107455312,0.983825636644299,0.9895721101801279
4.242424242424242,0.9882526848434496,0.9936419888905895,0.9831455495168089,0.9869927688124314
4.545454545454546,0.9803924930784326,0.991638243663252,0.9828417391816028,0.9840256810651465
4.848484848484849,0.9689453579785473,0.9892019803852358,0.9799520771045952,0.9806463124987
5.151515151515151,0.9646548504356051,0.9862793455131501,0.9785196287840295,0.9768310105398772
5.454545454545455,0.9641074919991999,0.9828153319460293,0.9783692141199418,0.9725571160012403
5.757575757575758,0.9637973882099385,0.9787544797231461,0.9719680991985067,0.9678030785278673
6.0606060606060606,0.9591436322403288,0.9740416714928708,0.9716925851589917,0.9625485751790809
6.363636363636364,0.9569997058523751,0.9686230180089306,0.9568645971732895,0.9567746312754138
6.666666666666667,0.9505084056964402,0.9624468241161801,0.9534574497874866,0.9504637425653075
6.96969696969697,0.9411293659321579,0.9554646203737592,0.9479063417583748,0.9435999976932278
7.272727272727273,0.936744585370714,0.9476322398612177,0.938586882179519,0.9361691998823695
7.575757575757576,0.92696965664949,0.9389109141379606,0.9155629764373822,0.9281589866823071
7.878787878787879,0.9261937620861831,0.929268357167547,0.9025511891546247,0.9195589465762771
8.181818181818182,0.9062484856191009,0.9186798017192697,0.8997482200736634,0.910360731195735
8.484848484848484,0.9037283707295598,0.9071289497846137,0.8990347766036796,0.900558161852872
8.787878787878789,0.8951161759862376,0.8946087973378284,0.8800778159940296,0.8901473290763535
9.090909090909092,0.8887749223419629,0.8811222946963455,0.8688683785364021,0.8791266838230519
9.393939393939394,0.8690881624517576,0.866682807039381,0.8518992726346206,0.8674971190402816
9.696969696969697,0.8510444008930591,0.8513143453878178,0.8481134152017292,0.8552620402702293
10.0,0.8343902874894813,0.8350515463917526,0.8459952829454435,0.842427424021917
10.303030303030303,0.8138973278126346,0.8179393892474175,0.8340159659957073,0.8290018626870463
10.606060606060606,0.7855723725031799,0.8000326493964114,0.8106133780023703,0.8149965948450927
10.90909090909091,0.775615776396991,0.7813951006030848,0.785925165095339,0.8004255198904592
